BOOT: COLD start (reason=no_marker)
============================================================
  WARRIOR BOT — SUB-BOT (IBKR data + Alpaca exec hybrid)
  Data:    IB Gateway port 4002 clientId=2
  Exec:    AlpacaBroker (paper=true)
  State:   session_state_alpaca/
  Cache:   tick_cache_alpaca/
  Squeeze: OFF
  MP: OFF
  MP V2 (Re-Entry): OFF
  Short: OFF
  Max entries/day: unlimited
  Buying power: 50% of 2x margin
  Port: 4002
  Risk: 3.5% per trade
  Starting Equity: $30,000
  Max Daily Loss: $3,000 (2% of equity, scaling)
  Windows: 04:00-20:00
  SQ Target R: 1.5
  WB notional cap (at starting equity $30,000): effective=$30,000 (equity_cap=$30,000, floor=$10,000, ceiling=$50,000)
  WB pyramid: OFF
============================================================
⚠️  WARNING: WB_SQUEEZE_ENABLED is OFF — bot will not trade squeezes!
  Set WB_SQUEEZE_ENABLED=1 in .env or environment to enable.

Pre-flight port check:
  Port 4002: IN USE
  Port 7497: free
  Watchdog: armed (kills bot if main thread frozen >120s)
Alpaca connected (PAPER)
📦 Tick flush thread started (every 30s)
📊 Risk flush thread started (every 60s)
Connected: True
Account: ['DUQ143444']
Broker: ALPACA
  Position sync: No open positions at broker. Clean start.
Account equity: $28,321
EPL initialized: 1 strategies registered

Bot running. Windows: 04:00-20:00 ET. Ctrl+C to stop.
[04:01:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
⚠️ TICK DROUGHT: ATRA — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
⚠️ TICK DROUGHT: SST — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
  Tick cache: AEHL → +13 ticks (total 83,239)
  Tick cache: MOBX → +23 ticks (total 112,883)
  Tick cache: QUCY → +8 ticks (total 138,829)
  Tick cache: LESL → +5 ticks (total 106,187)
  Tick cache: FCHL → +2 ticks (total 32,670)
  Tick cache: ATRA → +1 ticks (total 4,092)
  Tick cache: SST → +1 ticks (total 3,147)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[18:10:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=26 | AEHL:9t/? ATRA:0t/? FCHL:1t/? LESL:6t/? LNKS:0t/? MOBX:2t/? QUCY:7t/? SST:1t/?
[18:10:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=26 | AEHL:9t/? ATRA:0t/? FCHL:1t/? LESL:6t/? LNKS:0t/? MOBX:2t/? QUCY:7t/? SST:1t/?
[18:10 ET] AEHL CHART | O=4.07 H=4.09 L=4.00 C=4.00 V=9,370 | EMA9=none VWAP=4.76 (-15.9%) HOD=5.89 PM_H=5.48 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:10 ET] QUCY CHART | O=2.80 H=2.80 L=2.79 C=2.79 V=4,735 | EMA9=none VWAP=2.56 (+8.9%) HOD=3.47 PM_H=2.11 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:10 ET] LESL CHART | O=3.55 H=3.55 L=3.53 C=3.55 V=1,832 | EMA9=none VWAP=3.13 (+13.3%) HOD=4.50 PM_H=1.99 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:10 ET] MOBX CHART | O=2.83 H=2.83 L=2.78 C=2.78 V=7,398 | EMA9=none VWAP=2.74 (+1.5%) HOD=3.48 PM_H=2.64 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: QUCY → +21 ticks (total 138,850)
  Tick cache: AEHL → +37 ticks (total 83,276)
  Tick cache: LESL → +13 ticks (total 106,200)
  Tick cache: MOBX → +15 ticks (total 112,898)
📦 Tick cache saved: 4 symbols → tick_cache_alpaca/2026-05-14/
[18:10 ET] LNKS CHART | O=1.67 H=1.70 L=1.67 C=1.70 V=1,008 | EMA9=none VWAP=1.93 (-12.1%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:10 ET] FCHL CHART | O=2.51 H=2.51 L=2.51 C=2.51 V=3 | EMA9=none VWAP=2.45 (+2.3%) HOD=2.99 PM_H=2.05 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  TICK AUDIT: AEHL: 44 ticks in last 60s, last_price=$3.92, last_tick_time=18:10:27
  TICK AUDIT: ATRA: 0 ticks in last 60s, last_price=$9.70, last_tick_time=18:09:39
  TICK AUDIT: FCHL: 2 ticks in last 60s, last_price=$2.51, last_tick_time=18:10:34
  TICK AUDIT: LESL: 17 ticks in last 60s, last_price=$3.52, last_tick_time=18:10:36
  TICK AUDIT: LNKS: 4 ticks in last 60s, last_price=$1.64, last_tick_time=18:10:34
  TICK AUDIT: MOBX: 17 ticks in last 60s, last_price=$2.77, last_tick_time=18:10:25
  TICK AUDIT: QUCY: 30 ticks in last 60s, last_price=$2.80, last_tick_time=18:10:37
  TICK AUDIT: SST: 1 ticks in last 60s, last_price=$3.30, last_tick_time=18:09:41
⚠️ TICK DROUGHT: ATRA — 0 ticks in last audit period. Resubscribing (attempt 2/3)...
[18:10 ET] ATRA CHART | O=9.70 H=9.70 L=9.70 C=9.70 V=100 | EMA9=none VWAP=9.67 (+0.3%) HOD=10.80 PM_H=10.40 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: AEHL → +15 ticks (total 83,291)
  Tick cache: QUCY → +32 ticks (total 138,882)
  Tick cache: LESL → +8 ticks (total 106,208)
  Tick cache: LNKS → +4 ticks (total 65,129)
  Tick cache: FCHL → +1 ticks (total 32,671)
  Tick cache: MOBX → +26 ticks (total 112,924)
  Tick cache: ATRA → +2 ticks (total 4,094)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[18:11:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=71 | AEHL:9t/? ATRA:2t/? FCHL:0t/? LESL:5t/? LNKS:3t/? MOBX:29t/? QUCY:23t/? SST:0t/?
[WB] [18:11 ET] QUCY WB_DOWNWAVE: wave_id=12 score=4 (< 7, no arm)
[18:11:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=76 | AEHL:9t/? ATRA:2t/? FCHL:0t/? LESL:5t/? LNKS:3t/? MOBX:30t/? QUCY:27t/? SST:0t/?
  Tick cache: AEHL → +11 ticks (total 83,302)
  Tick cache: MOBX → +26 ticks (total 112,950)
  Tick cache: LNKS → +10 ticks (total 65,139)
  Tick cache: QUCY → +23 ticks (total 138,905)
  Tick cache: LESL → +3 ticks (total 106,211)
  Tick cache: FCHL → +4 ticks (total 32,675)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 28 ticks in last 60s, last_price=$3.90, last_tick_time=18:11:36
  TICK AUDIT: ATRA: 2 ticks in last 60s, last_price=$9.70, last_tick_time=18:10:39
  TICK AUDIT: FCHL: 4 ticks in last 60s, last_price=$2.51, last_tick_time=18:11:22
  TICK AUDIT: LESL: 14 ticks in last 60s, last_price=$3.52, last_tick_time=18:11:34
  TICK AUDIT: LNKS: 15 ticks in last 60s, last_price=$1.70, last_tick_time=18:11:34
  TICK AUDIT: MOBX: 49 ticks in last 60s, last_price=$2.75, last_tick_time=18:11:25
  TICK AUDIT: QUCY: 59 ticks in last 60s, last_price=$2.79, last_tick_time=18:11:36
  TICK AUDIT: SST: 0 ticks in last 60s, last_price=$3.30, last_tick_time=18:09:41
⚠️ TICK DROUGHT: SST — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
[18:12:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=71 | AEHL:18t/? ATRA:0t/? FCHL:0t/? LESL:13t/? LNKS:1t/? MOBX:16t/? QUCY:22t/? SST:1t/?
[WB] [18:12 ET] LESL WB_DOWNWAVE: wave_id=38 score=3 (< 7, no arm)
[18:12:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=77 | AEHL:19t/? ATRA:0t/? FCHL:0t/? LESL:14t/? LNKS:1t/? MOBX:17t/? QUCY:23t/? SST:3t/?
  Tick cache: QUCY → +46 ticks (total 138,951)
  Tick cache: LNKS → +6 ticks (total 65,145)
  Tick cache: LESL → +23 ticks (total 106,234)
  Tick cache: AEHL → +31 ticks (total 83,333)
  Tick cache: SST → +3 ticks (total 3,150)
  Tick cache: MOBX → +18 ticks (total 112,968)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  Tick cache: MOBX → +21 ticks (total 112,989)
  Tick cache: AEHL → +6 ticks (total 83,339)
  Tick cache: FCHL → +2 ticks (total 32,677)
  Tick cache: LESL → +45 ticks (total 106,279)
  Tick cache: QUCY → +20 ticks (total 138,971)
  Tick cache: LNKS → +3 ticks (total 65,148)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 25 ticks in last 60s, last_price=$3.90, last_tick_time=18:12:33
  TICK AUDIT: ATRA: 0 ticks in last 60s, last_price=$9.70, last_tick_time=18:10:39
  TICK AUDIT: FCHL: 2 ticks in last 60s, last_price=$2.51, last_tick_time=18:12:09
  TICK AUDIT: LESL: 62 ticks in last 60s, last_price=$3.50, last_tick_time=18:12:27
  TICK AUDIT: LNKS: 4 ticks in last 60s, last_price=$1.70, last_tick_time=18:12:20
  TICK AUDIT: MOBX: 39 ticks in last 60s, last_price=$2.76, last_tick_time=18:12:34
  TICK AUDIT: QUCY: 48 ticks in last 60s, last_price=$2.77, last_tick_time=18:12:37
  TICK AUDIT: SST: 3 ticks in last 60s, last_price=$3.30, last_tick_time=18:12:01
⚠️ TICK DROUGHT: ATRA — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
[18:13:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=54 | AEHL:1t/? ATRA:2t/? FCHL:0t/? LESL:12t/? LNKS:4t/? MOBX:16t/? QUCY:19t/? SST:0t/?
[18:13:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=60 | AEHL:1t/? ATRA:2t/? FCHL:0t/? LESL:12t/? LNKS:5t/? MOBX:21t/? QUCY:19t/? SST:0t/?
  Tick cache: QUCY → +30 ticks (total 139,001)
  Tick cache: ATRA → +2 ticks (total 4,096)
  Tick cache: MOBX → +25 ticks (total 113,014)
  Tick cache: LESL → +13 ticks (total 106,292)
  Tick cache: AEHL → +2 ticks (total 83,341)
  Tick cache: LNKS → +6 ticks (total 65,154)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 4 ticks in last 60s, last_price=$3.90, last_tick_time=18:13:21
  TICK AUDIT: ATRA: 2 ticks in last 60s, last_price=$9.70, last_tick_time=18:12:39
  TICK AUDIT: FCHL: 4 ticks in last 60s, last_price=$2.46, last_tick_time=18:13:10
  TICK AUDIT: LESL: 16 ticks in last 60s, last_price=$3.53, last_tick_time=18:13:22
  TICK AUDIT: LNKS: 10 ticks in last 60s, last_price=$1.72, last_tick_time=18:13:37
  TICK AUDIT: MOBX: 36 ticks in last 60s, last_price=$2.78, last_tick_time=18:13:28
  TICK AUDIT: QUCY: 72 ticks in last 60s, last_price=$2.73, last_tick_time=18:13:36
  TICK AUDIT: SST: 0 ticks in last 60s, last_price=$3.30, last_tick_time=18:12:01
⚠️ TICK DROUGHT: SST — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
  Tick cache: LESL → +3 ticks (total 106,295)
  Tick cache: QUCY → +48 ticks (total 139,049)
  Tick cache: FCHL → +4 ticks (total 32,681)
  Tick cache: AEHL → +2 ticks (total 83,343)
  Tick cache: MOBX → +11 ticks (total 113,025)
  Tick cache: LNKS → +5 ticks (total 65,159)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
[18:14:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=58 | AEHL:5t/? ATRA:0t/? FCHL:5t/? LESL:9t/? LNKS:19t/? MOBX:10t/? QUCY:8t/? SST:2t/?
[18:14:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=58 | AEHL:5t/? ATRA:0t/? FCHL:5t/? LESL:9t/? LNKS:19t/? MOBX:10t/? QUCY:8t/? SST:2t/?
[WB] [18:14 ET] QUCY WB_DOWNWAVE: wave_id=13 score=5 (< 7, no arm)
  Tick cache: MOBX → +18 ticks (total 113,043)
  Tick cache: SST → +2 ticks (total 3,152)
  Tick cache: FCHL → +5 ticks (total 32,686)
  Tick cache: LESL → +9 ticks (total 106,304)
  Tick cache: LNKS → +24 ticks (total 65,183)
  Tick cache: QUCY → +10 ticks (total 139,059)
  Tick cache: AEHL → +12 ticks (total 83,355)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 22 ticks in last 60s, last_price=$3.91, last_tick_time=18:14:36
  TICK AUDIT: ATRA: 0 ticks in last 60s, last_price=$9.70, last_tick_time=18:12:39
  TICK AUDIT: FCHL: 5 ticks in last 60s, last_price=$2.47, last_tick_time=18:13:44
  TICK AUDIT: LESL: 11 ticks in last 60s, last_price=$3.53, last_tick_time=18:14:17
  TICK AUDIT: LNKS: 29 ticks in last 60s, last_price=$1.69, last_tick_time=18:14:34
  TICK AUDIT: MOBX: 21 ticks in last 60s, last_price=$2.80, last_tick_time=18:14:38
  TICK AUDIT: QUCY: 37 ticks in last 60s, last_price=$2.73, last_tick_time=18:14:34
  TICK AUDIT: SST: 2 ticks in last 60s, last_price=$3.30, last_tick_time=18:13:59
⚠️ TICK DROUGHT: ATRA — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
  Tick cache: MOBX → +13 ticks (total 113,056)
  Tick cache: LESL → +4 ticks (total 106,308)
  Tick cache: QUCY → +27 ticks (total 139,086)
  Tick cache: LNKS → +6 ticks (total 65,189)
  Tick cache: AEHL → +13 ticks (total 83,368)
  Tick cache: ATRA → +2 ticks (total 4,098)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
[18:15:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=65 | AEHL:18t/? ATRA:2t/? FCHL:0t/? LESL:6t/? LNKS:1t/? MOBX:10t/? QUCY:28t/? SST:0t/?
[18:15 ET] AEHL CHART | O=3.90 H=3.91 L=3.90 C=3.90 V=3,354 | EMA9=none VWAP=4.76 (-18.0%) HOD=5.89 PM_H=5.48 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:15:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=70 | AEHL:23t/? ATRA:2t/? FCHL:0t/? LESL:6t/? LNKS:1t/? MOBX:10t/? QUCY:28t/? SST:0t/?
[18:15 ET] LESL CHART | O=3.53 H=3.53 L=3.50 C=3.50 V=2,421 | EMA9=none VWAP=3.14 (+11.6%) HOD=4.50 PM_H=1.99 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:15 ET] QUCY CHART | O=2.73 H=2.74 L=2.73 C=2.74 V=7,764 | EMA9=none VWAP=2.56 (+7.0%) HOD=3.47 PM_H=2.11 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:15 ET] MOBX CHART | O=2.81 H=2.81 L=2.80 C=2.80 V=1,024 | EMA9=none VWAP=2.74 (+2.2%) HOD=3.48 PM_H=2.64 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:15 ET] LNKS CHART | O=1.70 H=1.70 L=1.69 C=1.69 V=810 | EMA9=none VWAP=1.93 (-12.6%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:15 ET] FCHL CHART | O=2.51 H=2.51 L=2.46 C=2.47 V=412 | EMA9=none VWAP=2.45 (+0.7%) HOD=2.99 PM_H=2.05 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: QUCY → +49 ticks (total 139,135)
  Tick cache: LNKS → +3 ticks (total 65,192)
  Tick cache: MOBX → +15 ticks (total 113,071)
  Tick cache: AEHL → +29 ticks (total 83,397)
  Tick cache: LESL → +12 ticks (total 106,320)
  Tick cache: FCHL → +5 ticks (total 32,691)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 36 ticks in last 60s, last_price=$3.90, last_tick_time=18:15:21
  TICK AUDIT: ATRA: 2 ticks in last 60s, last_price=$9.70, last_tick_time=18:14:40
  TICK AUDIT: FCHL: 6 ticks in last 60s, last_price=$2.47, last_tick_time=18:15:34
  TICK AUDIT: LESL: 17 ticks in last 60s, last_price=$3.52, last_tick_time=18:15:30
  TICK AUDIT: LNKS: 15 ticks in last 60s, last_price=$1.72, last_tick_time=18:15:34
  TICK AUDIT: MOBX: 18 ticks in last 60s, last_price=$2.80, last_tick_time=18:15:28
  TICK AUDIT: QUCY: 62 ticks in last 60s, last_price=$2.75, last_tick_time=18:15:37
  TICK AUDIT: SST: 0 ticks in last 60s, last_price=$3.30, last_tick_time=18:13:59
⚠️ TICK DROUGHT: SST — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
[18:15 ET] SST CHART | O=3.30 H=3.30 L=3.30 C=3.30 V=5,000 | EMA9=none VWAP=3.32 (-0.7%) HOD=3.50 PM_H=3.50 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: QUCY → +13 ticks (total 139,148)
  Tick cache: AEHL → +9 ticks (total 83,406)
  Tick cache: MOBX → +4 ticks (total 113,075)
  Tick cache: LESL → +9 ticks (total 106,329)
  Tick cache: LNKS → +12 ticks (total 65,204)
  Tick cache: FCHL → +2 ticks (total 32,693)
  Tick cache: SST → +2 ticks (total 3,154)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[18:16:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=55 | AEHL:7t/? ATRA:0t/? FCHL:1t/? LESL:13t/? LNKS:4t/? MOBX:8t/? QUCY:20t/? SST:2t/?
[18:16:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=55 | AEHL:7t/? ATRA:0t/? FCHL:1t/? LESL:13t/? LNKS:4t/? MOBX:8t/? QUCY:20t/? SST:2t/?
  Tick cache: QUCY → +44 ticks (total 139,192)
  Tick cache: AEHL → +15 ticks (total 83,421)
  Tick cache: MOBX → +12 ticks (total 113,087)
  Tick cache: LNKS → +4 ticks (total 65,208)
  Tick cache: LESL → +12 ticks (total 106,341)
📦 Tick cache saved: 5 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 21 ticks in last 60s, last_price=$3.90, last_tick_time=18:16:21
  TICK AUDIT: ATRA: 0 ticks in last 60s, last_price=$9.70, last_tick_time=18:14:40
  TICK AUDIT: FCHL: 1 ticks in last 60s, last_price=$2.47, last_tick_time=18:15:41
  TICK AUDIT: LESL: 17 ticks in last 60s, last_price=$3.52, last_tick_time=18:16:34
  TICK AUDIT: LNKS: 4 ticks in last 60s, last_price=$1.73, last_tick_time=18:15:55
  TICK AUDIT: MOBX: 16 ticks in last 60s, last_price=$2.79, last_tick_time=18:16:28
  TICK AUDIT: QUCY: 65 ticks in last 60s, last_price=$2.77, last_tick_time=18:16:36
  TICK AUDIT: SST: 2 ticks in last 60s, last_price=$3.30, last_tick_time=18:15:40
⚠️ TICK DROUGHT: ATRA — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
  Tick cache: QUCY → +31 ticks (total 139,223)
  Tick cache: AEHL → +13 ticks (total 83,434)
  Tick cache: MOBX → +5 ticks (total 113,092)
  Tick cache: LESL → +13 ticks (total 106,354)
  Tick cache: LNKS → +3 ticks (total 65,211)
  Tick cache: ATRA → +2 ticks (total 4,100)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
[18:17:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=42 | AEHL:11t/? ATRA:2t/? FCHL:0t/? LESL:16t/? LNKS:0t/? MOBX:3t/? QUCY:10t/? SST:0t/?
[18:17:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=44 | AEHL:11t/? ATRA:2t/? FCHL:0t/? LESL:16t/? LNKS:0t/? MOBX:3t/? QUCY:12t/? SST:0t/?
  Tick cache: LESL → +9 ticks (total 106,363)
  Tick cache: QUCY → +16 ticks (total 139,239)
  Tick cache: AEHL → +21 ticks (total 83,455)
  Tick cache: MOBX → +10 ticks (total 113,102)
  Tick cache: FCHL → +3 ticks (total 32,696)
📦 Tick cache saved: 5 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 34 ticks in last 60s, last_price=$3.89, last_tick_time=18:17:26
  TICK AUDIT: ATRA: 2 ticks in last 60s, last_price=$9.70, last_tick_time=18:16:40
  TICK AUDIT: FCHL: 3 ticks in last 60s, last_price=$2.56, last_tick_time=18:17:19
  TICK AUDIT: LESL: 45 ticks in last 60s, last_price=$3.53, last_tick_time=18:17:36
  TICK AUDIT: LNKS: 0 ticks in last 60s, last_price=$1.70, last_tick_time=18:16:40
  TICK AUDIT: MOBX: 13 ticks in last 60s, last_price=$2.80, last_tick_time=18:17:20
  TICK AUDIT: QUCY: 36 ticks in last 60s, last_price=$2.77, last_tick_time=18:17:38
  TICK AUDIT: SST: 0 ticks in last 60s, last_price=$3.30, last_tick_time=18:15:40
⚠️ TICK DROUGHT: LNKS — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
⚠️ TICK DROUGHT: SST — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
  Tick cache: AEHL → +17 ticks (total 83,472)
  Tick cache: QUCY → +27 ticks (total 139,266)
  Tick cache: LESL → +36 ticks (total 106,399)
  Tick cache: LNKS → +2 ticks (total 65,213)
  Tick cache: SST → +1 ticks (total 3,155)
  Tick cache: MOBX → +7 ticks (total 113,109)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
[18:18:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=49 | AEHL:14t/? ATRA:0t/? FCHL:0t/? LESL:12t/? LNKS:0t/? MOBX:8t/? QUCY:14t/? SST:1t/?
[18:18:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=49 | AEHL:14t/? ATRA:0t/? FCHL:0t/? LESL:12t/? LNKS:0t/? MOBX:8t/? QUCY:14t/? SST:1t/?
[WB] [18:18 ET] AEHL WB_DOWNWAVE: wave_id=22 score=2 (< 7, no arm)
[WB] [18:18 ET] LESL WB_OBSERVE: wave_id=39 dir=up mag=1.43%
[WB] [18:18 ET] FCHL WB_DOWNWAVE: wave_id=40 score=6 (< 7, no arm)
  Tick cache: AEHL → +23 ticks (total 83,495)
  Tick cache: MOBX → +19 ticks (total 113,128)
  Tick cache: QUCY → +10 ticks (total 139,276)
  Tick cache: LESL → +8 ticks (total 106,407)
  Tick cache: LNKS → +8 ticks (total 65,221)
  Tick cache: FCHL → +1 ticks (total 32,697)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 36 ticks in last 60s, last_price=$3.90, last_tick_time=18:18:37
  TICK AUDIT: ATRA: 0 ticks in last 60s, last_price=$9.70, last_tick_time=18:16:40
  TICK AUDIT: FCHL: 2 ticks in last 60s, last_price=$2.56, last_tick_time=18:18:34
  TICK AUDIT: LESL: 20 ticks in last 60s, last_price=$3.58, last_tick_time=18:18:14
  TICK AUDIT: LNKS: 9 ticks in last 60s, last_price=$1.73, last_tick_time=18:18:36
  TICK AUDIT: MOBX: 27 ticks in last 60s, last_price=$2.81, last_tick_time=18:18:34
  TICK AUDIT: QUCY: 27 ticks in last 60s, last_price=$2.77, last_tick_time=18:18:37
  TICK AUDIT: SST: 1 ticks in last 60s, last_price=$3.30, last_tick_time=18:17:42
⚠️ TICK DROUGHT: ATRA — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
[18:19:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=23 | AEHL:1t/? ATRA:2t/? FCHL:1t/? LESL:0t/? LNKS:0t/? MOBX:14t/? QUCY:5t/? SST:0t/?
[18:19:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=23 | AEHL:1t/? ATRA:2t/? FCHL:1t/? LESL:0t/? LNKS:0t/? MOBX:14t/? QUCY:5t/? SST:0t/?
  Tick cache: AEHL → +3 ticks (total 83,498)
  Tick cache: QUCY → +8 ticks (total 139,284)
  Tick cache: MOBX → +19 ticks (total 113,147)
  Tick cache: FCHL → +2 ticks (total 32,699)
  Tick cache: LNKS → +1 ticks (total 65,222)
  Tick cache: ATRA → +2 ticks (total 4,102)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  Tick cache: QUCY → +14 ticks (total 139,298)
  Tick cache: AEHL → +27 ticks (total 83,525)
  Tick cache: LESL → +6 ticks (total 106,413)
  Tick cache: MOBX → +8 ticks (total 113,155)
📦 Tick cache saved: 4 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 29 ticks in last 60s, last_price=$3.89, last_tick_time=18:19:38
  TICK AUDIT: ATRA: 2 ticks in last 60s, last_price=$9.70, last_tick_time=18:18:41
  TICK AUDIT: FCHL: 1 ticks in last 60s, last_price=$2.56, last_tick_time=18:18:46
  TICK AUDIT: LESL: 6 ticks in last 60s, last_price=$3.59, last_tick_time=18:19:30
  TICK AUDIT: LNKS: 3 ticks in last 60s, last_price=$1.74, last_tick_time=18:19:39
  TICK AUDIT: MOBX: 27 ticks in last 60s, last_price=$2.85, last_tick_time=18:19:38
  TICK AUDIT: QUCY: 20 ticks in last 60s, last_price=$2.77, last_tick_time=18:19:38
  TICK AUDIT: SST: 0 ticks in last 60s, last_price=$3.30, last_tick_time=18:17:42
⚠️ TICK DROUGHT: SST — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
[18:20:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=38 | AEHL:7t/? ATRA:1t/? FCHL:1t/? LESL:7t/? LNKS:5t/? MOBX:9t/? QUCY:6t/? SST:2t/?
[18:20 ET] QUCY CHART | O=2.77 H=2.77 L=2.76 C=2.76 V=1,318 | EMA9=none VWAP=2.56 (+7.9%) HOD=3.47 PM_H=2.11 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:20:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=39 | AEHL:7t/? ATRA:1t/? FCHL:1t/? LESL:7t/? LNKS:5t/? MOBX:9t/? QUCY:7t/? SST:2t/?
[18:20 ET] MOBX CHART | O=2.83 H=2.85 L=2.83 C=2.85 V=3,837 | EMA9=none VWAP=2.74 (+4.1%) HOD=3.48 PM_H=2.64 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[WB] [18:20 ET] MOBX WB_OBSERVE: wave_id=45 dir=up mag=2.15%
[18:20 ET] LESL CHART | O=3.59 H=3.60 L=3.58 C=3.60 V=912 | EMA9=none VWAP=3.14 (+14.7%) HOD=4.50 PM_H=1.99 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
